,,,tha_title,tha_firstname,tha_lastname,eng_title,eng_firstname,eng_lastname
"(1, 2, 0.05)",3,100,1.0,0.2,0.5517241379310345,1.0,0.875,0.7
"(1, 2, 0.05)",3,101,0.14285714285714285,0.26666666666666666,0.16666666666666666,0.11764705882352941,0.3076923076923077,0.4444444444444444
"(1, 2, 0.05)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 2, 0.05)",3,103,1.0,0.7272727272727273,0.8,1.0,0.8,1.0
"(1, 2, 0.05)",3,104,0.0,0.0,0.5806451612903226,1.0,1.0,1.0
"(1, 2, 0.05)",3,105,1.0,0.0,0.35,1.0,0.6666666666666666,0.45454545454545453
"(1, 2, 0.05)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(1, 2, 0.05)",3,107,1.0,1.0,0.9090909090909091,1.0,1.0,0.8571428571428571
"(1, 2, 0.05)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(1, 2, 0.05)",3,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(1, 2, 0.05)",8,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.8,0.45454545454545453
"(1, 2, 0.05)",8,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.36363636363636365
"(1, 2, 0.05)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 2, 0.05)",8,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(1, 2, 0.05)",8,104,1.0,1.0,0.9,1.0,0.8571428571428571,1.0
"(1, 2, 0.05)",8,105,1.0,0.8,0.7619047619047619,0.2857142857142857,0.5454545454545454,0.45454545454545453
"(1, 2, 0.05)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 2, 0.05)",8,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 2, 0.05)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 2, 0.05)",8,109,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8823529411764706
"(1, 2, 0.05)",12,100,1.0,0.8333333333333334,0.6956521739130435,1.0,0.875,0.6086956521739131
"(1, 2, 0.05)",12,101,1.0,0.0,0.3448275862068966,1.0,0.0,0.3076923076923077
"(1, 2, 0.05)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 2, 0.05)",12,103,1.0,0.25,0.36363636363636365,1.0,0.8,1.0
"(1, 2, 0.05)",12,104,1.0,1.0,0.9,1.0,1.0,1.0
"(1, 2, 0.05)",12,105,1.0,0.8,0.7272727272727273,1.0,0.3333333333333333,0.5
"(1, 2, 0.05)",12,106,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 2, 0.05)",12,107,1.0,0.8571428571428571,0.7272727272727273,1.0,1.0,0.8571428571428571
"(1, 2, 0.05)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(1, 2, 0.05)",12,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(1, 2, 0.05)",13,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.8,0.45454545454545453
"(1, 2, 0.05)",13,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.36363636363636365
"(1, 2, 0.05)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 2, 0.05)",13,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(1, 2, 0.05)",13,104,1.0,1.0,0.9,1.0,0.8571428571428571,1.0
"(1, 2, 0.05)",13,105,1.0,0.8,0.7619047619047619,0.2857142857142857,0.5454545454545454,0.45454545454545453
"(1, 2, 0.05)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 2, 0.05)",13,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 2, 0.05)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 2, 0.05)",13,109,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8823529411764706
"(1, 3, 0.1)",3,100,1.0,0.2,0.5517241379310345,1.0,0.875,0.8
"(1, 3, 0.1)",3,101,1.0,0.0,0.3333333333333333,1.0,0.0,0.4444444444444444
"(1, 3, 0.1)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 3, 0.1)",3,103,1.0,0.7272727272727273,0.4,1.0,0.8,1.0
"(1, 3, 0.1)",3,104,1.0,0.0,0.45714285714285713,1.0,1.0,1.0
"(1, 3, 0.1)",3,105,1.0,0.18181818181818182,0.35555555555555557,1.0,0.5454545454545454,0.18181818181818182
"(1, 3, 0.1)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(1, 3, 0.1)",3,107,1.0,1.0,0.9090909090909091,1.0,1.0,0.8571428571428571
"(1, 3, 0.1)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(1, 3, 0.1)",3,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(1, 3, 0.1)",8,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(1, 3, 0.1)",8,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.36363636363636365
"(1, 3, 0.1)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 3, 0.1)",8,103,1.0,0.9090909090909091,0.8,1.0,0.8421052631578947,1.0
"(1, 3, 0.1)",8,104,1.0,1.0,0.9,1.0,0.8571428571428571,1.0
"(1, 3, 0.1)",8,105,1.0,0.8,0.8571428571428571,0.2857142857142857,0.5454545454545454,0.21052631578947367
"(1, 3, 0.1)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 3, 0.1)",8,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 3, 0.1)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 3, 0.1)",8,109,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,0.8823529411764706
"(1, 3, 0.1)",12,100,1.0,0.8333333333333334,0.7619047619047619,1.0,0.875,0.7
"(1, 3, 0.1)",12,101,1.0,0.0,0.3333333333333333,1.0,0.0,0.3076923076923077
"(1, 3, 0.1)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 3, 0.1)",12,103,1.0,0.375,0.36363636363636365,1.0,0.8,1.0
"(1, 3, 0.1)",12,104,1.0,1.0,0.9,1.0,1.0,1.0
"(1, 3, 0.1)",12,105,1.0,0.7272727272727273,0.7272727272727273,1.0,0.5454545454545454,0.38461538461538464
"(1, 3, 0.1)",12,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(1, 3, 0.1)",12,107,1.0,0.8571428571428571,0.7272727272727273,1.0,1.0,0.8571428571428571
"(1, 3, 0.1)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(1, 3, 0.1)",12,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(1, 3, 0.1)",13,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(1, 3, 0.1)",13,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.36363636363636365
"(1, 3, 0.1)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 3, 0.1)",13,103,1.0,0.9090909090909091,0.8,1.0,0.8421052631578947,1.0
"(1, 3, 0.1)",13,104,1.0,1.0,0.9,1.0,0.8571428571428571,1.0
"(1, 3, 0.1)",13,105,1.0,0.8,0.8571428571428571,0.2857142857142857,0.5454545454545454,0.21052631578947367
"(1, 3, 0.1)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 3, 0.1)",13,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 3, 0.1)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 3, 0.1)",13,109,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,0.8823529411764706
"(1, 5, 0.25)",3,100,1.0,0.6153846153846154,0.6956521739130435,1.0,0.875,0.7
"(1, 5, 0.25)",3,101,0.14285714285714285,0.0,0.4,0.11764705882352941,0.18181818181818182,0.4444444444444444
"(1, 5, 0.25)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 5, 0.25)",3,103,1.0,0.7272727272727273,0.8,1.0,0.9,1.0
"(1, 5, 0.25)",3,104,1.0,0.0,0.4444444444444444,1.0,1.0,1.0
"(1, 5, 0.25)",3,105,1.0,0.0,0.34782608695652173,1.0,0.6666666666666666,0.18181818181818182
"(1, 5, 0.25)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(1, 5, 0.25)",3,107,1.0,1.0,0.9090909090909091,1.0,0.8333333333333334,0.8571428571428571
"(1, 5, 0.25)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.2
"(1, 5, 0.25)",3,109,1.0,0.0,0.7647058823529411,1.0,0.8333333333333334,1.0
"(1, 5, 0.25)",8,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(1, 5, 0.25)",8,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.0
"(1, 5, 0.25)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 5, 0.25)",8,103,1.0,0.5,0.36363636363636365,1.0,0.8421052631578947,1.0
"(1, 5, 0.25)",8,104,1.0,1.0,0.9,1.0,0.8571428571428571,0.8571428571428571
"(1, 5, 0.25)",8,105,1.0,0.43478260869565216,0.07407407407407407,0.2857142857142857,0.5454545454545454,0.43478260869565216
"(1, 5, 0.25)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 5, 0.25)",8,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 5, 0.25)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 5, 0.25)",8,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(1, 5, 0.25)",12,100,1.0,0.8333333333333334,0.6956521739130435,1.0,0.875,0.9
"(1, 5, 0.25)",12,101,1.0,0.3333333333333333,0.13793103448275862,1.0,0.46153846153846156,0.3076923076923077
"(1, 5, 0.25)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 5, 0.25)",12,103,1.0,0.25,0.36363636363636365,1.0,0.9,1.0
"(1, 5, 0.25)",12,104,1.0,0.9230769230769231,0.9,1.0,1.0,1.0
"(1, 5, 0.25)",12,105,1.0,0.7272727272727273,0.8181818181818182,1.0,0.3333333333333333,0.07692307692307693
"(1, 5, 0.25)",12,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(1, 5, 0.25)",12,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.8333333333333334,0.8571428571428571
"(1, 5, 0.25)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(1, 5, 0.25)",12,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(1, 5, 0.25)",13,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(1, 5, 0.25)",13,101,1.0,0.26666666666666666,0.0,1.0,0.0,0.0
"(1, 5, 0.25)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(1, 5, 0.25)",13,103,1.0,0.5,0.36363636363636365,1.0,0.8421052631578947,1.0
"(1, 5, 0.25)",13,104,1.0,1.0,0.9,1.0,0.8571428571428571,0.8571428571428571
"(1, 5, 0.25)",13,105,1.0,0.43478260869565216,0.07407407407407407,0.2857142857142857,0.5454545454545454,0.43478260869565216
"(1, 5, 0.25)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(1, 5, 0.25)",13,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(1, 5, 0.25)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(1, 5, 0.25)",13,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(2, 4, 0.1)",3,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.8
"(2, 4, 0.1)",3,101,1.0,0.0,0.3333333333333333,1.0,0.0,0.4444444444444444
"(2, 4, 0.1)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(2, 4, 0.1)",3,103,1.0,0.7272727272727273,0.8,1.0,0.8,1.0
"(2, 4, 0.1)",3,104,1.0,0.0,0.5142857142857142,1.0,1.0,1.0
"(2, 4, 0.1)",3,105,1.0,0.0,0.32,1.0,0.0,0.18181818181818182
"(2, 4, 0.1)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(2, 4, 0.1)",3,107,1.0,0.25,0.32,1.0,1.0,0.8571428571428571
"(2, 4, 0.1)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(2, 4, 0.1)",3,109,1.0,0.0,0.7428571428571429,1.0,0.8333333333333334,1.0
"(2, 4, 0.1)",8,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(2, 4, 0.1)",8,101,1.0,0.2857142857142857,0.0,1.0,0.0,0.3333333333333333
"(2, 4, 0.1)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(2, 4, 0.1)",8,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(2, 4, 0.1)",8,104,1.0,1.0,0.9,1.0,0.8571428571428571,0.8571428571428571
"(2, 4, 0.1)",8,105,1.0,0.8,0.8571428571428571,0.2857142857142857,0.5,0.38461538461538464
"(2, 4, 0.1)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(2, 4, 0.1)",8,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(2, 4, 0.1)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(2, 4, 0.1)",8,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(2, 4, 0.1)",12,100,1.0,0.8333333333333334,0.6956521739130435,1.0,0.875,0.7
"(2, 4, 0.1)",12,101,0.2857142857142857,0.0,0.0425531914893617,0.2857142857142857,0.0,0.0
"(2, 4, 0.1)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(2, 4, 0.1)",12,103,1.0,0.8181818181818182,0.8,1.0,0.8,1.0
"(2, 4, 0.1)",12,104,1.0,0.9230769230769231,0.9,1.0,1.0,1.0
"(2, 4, 0.1)",12,105,1.0,0.7272727272727273,0.8181818181818182,1.0,0.6666666666666666,0.15384615384615385
"(2, 4, 0.1)",12,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(2, 4, 0.1)",12,107,1.0,0.8571428571428571,0.7272727272727273,1.0,1.0,0.8571428571428571
"(2, 4, 0.1)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(2, 4, 0.1)",12,109,1.0,0.6153846153846154,0.9629629629629629,1.0,0.8333333333333334,1.0
"(2, 4, 0.1)",13,100,1.0,0.6666666666666666,0.7619047619047619,1.0,0.875,0.45454545454545453
"(2, 4, 0.1)",13,101,1.0,0.2857142857142857,0.0,1.0,0.0,0.3333333333333333
"(2, 4, 0.1)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(2, 4, 0.1)",13,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(2, 4, 0.1)",13,104,1.0,1.0,0.9,1.0,0.8571428571428571,0.8571428571428571
"(2, 4, 0.1)",13,105,1.0,0.8,0.8571428571428571,0.2857142857142857,0.5,0.38461538461538464
"(2, 4, 0.1)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(2, 4, 0.1)",13,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(2, 4, 0.1)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(2, 4, 0.1)",13,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(3, 7, 0.25)",3,100,1.0,0.25,0.25,1.0,0.875,0.8
"(3, 7, 0.25)",3,101,1.0,0.0,0.4,1.0,0.0,0.4444444444444444
"(3, 7, 0.25)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(3, 7, 0.25)",3,103,1.0,0.0,0.08333333333333333,1.0,0.8,1.0
"(3, 7, 0.25)",3,104,1.0,0.0,0.4444444444444444,1.0,1.0,1.0
"(3, 7, 0.25)",3,105,1.0,0.0,0.4,1.0,0.0,0.21052631578947367
"(3, 7, 0.25)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(3, 7, 0.25)",3,107,1.0,0.25,0.34782608695652173,1.0,0.8333333333333334,0.8571428571428571
"(3, 7, 0.25)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.2
"(3, 7, 0.25)",3,109,1.0,0.0,0.7428571428571429,1.0,0.8333333333333334,1.0
"(3, 7, 0.25)",8,100,1.0,0.6666666666666666,0.8,1.0,0.875,0.45454545454545453
"(3, 7, 0.25)",8,101,1.0,0.25,0.0,1.0,0.15384615384615385,0.0
"(3, 7, 0.25)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(3, 7, 0.25)",8,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(3, 7, 0.25)",8,104,1.0,1.0,0.8,1.0,0.8571428571428571,0.8571428571428571
"(3, 7, 0.25)",8,105,1.0,0.45454545454545453,0.06666666666666667,0.2857142857142857,0.5454545454545454,0.38461538461538464
"(3, 7, 0.25)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(3, 7, 0.25)",8,107,1.0,0.9230769230769231,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(3, 7, 0.25)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(3, 7, 0.25)",8,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(3, 7, 0.25)",12,100,1.0,0.8333333333333334,0.6956521739130435,1.0,0.875,0.782608695652174
"(3, 7, 0.25)",12,101,1.0,0.3333333333333333,0.13793103448275862,1.0,0.0,0.46153846153846156
"(3, 7, 0.25)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(3, 7, 0.25)",12,103,1.0,0.7272727272727273,0.8,1.0,0.8,1.0
"(3, 7, 0.25)",12,104,1.0,1.0,0.9,1.0,1.0,1.0
"(3, 7, 0.25)",12,105,1.0,0.4166666666666667,0.10526315789473684,1.0,0.0,0.16
"(3, 7, 0.25)",12,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(3, 7, 0.25)",12,107,1.0,0.8571428571428571,0.7272727272727273,1.0,0.8333333333333334,0.8571428571428571
"(3, 7, 0.25)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(3, 7, 0.25)",12,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(3, 7, 0.25)",13,100,1.0,0.6666666666666666,0.8,1.0,0.875,0.45454545454545453
"(3, 7, 0.25)",13,101,1.0,0.25,0.0,1.0,0.15384615384615385,0.0
"(3, 7, 0.25)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(3, 7, 0.25)",13,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(3, 7, 0.25)",13,104,1.0,1.0,0.8,1.0,0.8571428571428571,0.8571428571428571
"(3, 7, 0.25)",13,105,1.0,0.45454545454545453,0.06666666666666667,0.2857142857142857,0.5454545454545454,0.38461538461538464
"(3, 7, 0.25)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(3, 7, 0.25)",13,107,1.0,0.9230769230769231,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(3, 7, 0.25)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(3, 7, 0.25)",13,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(5, 10, 0.25)",3,100,1.0,0.2222222222222222,0.2857142857142857,1.0,0.875,0.8
"(5, 10, 0.25)",3,101,1.0,0.13333333333333333,0.10526315789473684,1.0,0.0,0.4444444444444444
"(5, 10, 0.25)",3,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.7777777777777778
"(5, 10, 0.25)",3,103,1.0,0.0,0.08333333333333333,1.0,0.8,1.0
"(5, 10, 0.25)",3,104,1.0,0.0,0.45714285714285713,1.0,1.0,1.0
"(5, 10, 0.25)",3,105,1.0,0.0,0.5,1.0,0.0,0.08
"(5, 10, 0.25)",3,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(5, 10, 0.25)",3,107,1.0,0.2222222222222222,0.15384615384615385,1.0,0.8333333333333334,0.8571428571428571
"(5, 10, 0.25)",3,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(5, 10, 0.25)",3,109,1.0,0.0,0.7647058823529411,1.0,0.8333333333333334,1.0
"(5, 10, 0.25)",8,100,1.0,0.6666666666666666,0.8,1.0,0.875,0.45454545454545453
"(5, 10, 0.25)",8,101,1.0,0.25,0.0,1.0,0.0,0.0
"(5, 10, 0.25)",8,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(5, 10, 0.25)",8,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(5, 10, 0.25)",8,104,1.0,1.0,0.8,1.0,0.8571428571428571,0.8571428571428571
"(5, 10, 0.25)",8,105,1.0,0.0,0.6428571428571429,0.2857142857142857,0.5,0.38461538461538464
"(5, 10, 0.25)",8,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(5, 10, 0.25)",8,107,1.0,0.9230769230769231,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(5, 10, 0.25)",8,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(5, 10, 0.25)",8,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
"(5, 10, 0.25)",12,100,1.0,0.0,0.45714285714285713,1.0,0.875,0.8
"(5, 10, 0.25)",12,101,1.0,0.0,0.15625,1.0,0.0,0.46153846153846156
"(5, 10, 0.25)",12,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(5, 10, 0.25)",12,103,1.0,0.34782608695652173,0.0,1.0,0.8,1.0
"(5, 10, 0.25)",12,104,1.0,1.0,0.9473684210526315,1.0,1.0,1.0
"(5, 10, 0.25)",12,105,1.0,0.4166666666666667,0.17647058823529413,1.0,0.3333333333333333,0.13793103448275862
"(5, 10, 0.25)",12,106,1.0,1.0,0.7272727272727273,1.0,1.0,1.0
"(5, 10, 0.25)",12,107,1.0,0.9230769230769231,0.7272727272727273,1.0,1.0,1.0
"(5, 10, 0.25)",12,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.0,0.0
"(5, 10, 0.25)",12,109,1.0,0.6666666666666666,0.9629629629629629,1.0,0.8333333333333334,1.0
"(5, 10, 0.25)",13,100,1.0,0.6666666666666666,0.8,1.0,0.875,0.45454545454545453
"(5, 10, 0.25)",13,101,1.0,0.25,0.0,1.0,0.0,0.0
"(5, 10, 0.25)",13,102,1.0,0.7272727272727273,0.7692307692307693,1.0,0.8333333333333334,0.8888888888888888
"(5, 10, 0.25)",13,103,1.0,0.5,0.18181818181818182,1.0,0.8421052631578947,1.0
"(5, 10, 0.25)",13,104,1.0,1.0,0.8,1.0,0.8571428571428571,0.8571428571428571
"(5, 10, 0.25)",13,105,1.0,0.0,0.6428571428571429,0.2857142857142857,0.5,0.38461538461538464
"(5, 10, 0.25)",13,106,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
"(5, 10, 0.25)",13,107,1.0,0.9230769230769231,0.7272727272727273,1.0,0.6666666666666666,0.42857142857142855
"(5, 10, 0.25)",13,108,0.6666666666666666,0.0,0.0,0.8571428571428571,0.18181818181818182,0.0
"(5, 10, 0.25)",13,109,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8823529411764706
